_value,environment,host
472,fusion,fusion-106
472,fusion,fusion-106
472,fusion,fusion-106
474,fusion,fusion-106
470,fusion,fusion-106
473,fusion,fusion-106
474,fusion,fusion-106
472,fusion,fusion-106
472,fusion,fusion-106
473,fusion,fusion-106
473,fusion,fusion-106
472,fusion,fusion-106
473,fusion,fusion-106
469,fusion,fusion-106
470,fusion,fusion-106
474,fusion,fusion-106
473,fusion,fusion-106
472,fusion,fusion-106
472,fusion,fusion-106
473,fusion,fusion-106
473,fusion,fusion-106
473,fusion,fusion-106
473,fusion,fusion-106
474,fusion,fusion-106
473,fusion,fusion-106
474,fusion,fusion-106
476,fusion,fusion-106
475,fusion,fusion-106
476,fusion,fusion-106
476,fusion,fusion-106
475,fusion,fusion-106
477,fusion,fusion-106
478,fusion,fusion-106
483,fusion,fusion-106
480,fusion,fusion-106
480,fusion,fusion-106
478,fusion,fusion-106
477,fusion,fusion-106
477,fusion,fusion-106
475,fusion,fusion-106
475,fusion,fusion-106
475,fusion,fusion-106
474,fusion,fusion-106
471,fusion,fusion-106
472,fusion,fusion-106
471,fusion,fusion-106
473,fusion,fusion-106
472,fusion,fusion-106
471,fusion,fusion-106
472,fusion,fusion-106
473,fusion,fusion-106
475,fusion,fusion-106
478,fusion,fusion-106
477,fusion,fusion-106
477,fusion,fusion-106
476,fusion,fusion-106
480,fusion,fusion-106
475,fusion,fusion-106
474,fusion,fusion-106
473,fusion,fusion-106
473,fusion,fusion-106
472,fusion,fusion-106
472,fusion,fusion-106
471,fusion,fusion-106
472,fusion,fusion-106
472,fusion,fusion-106
472,fusion,fusion-106
472,fusion,fusion-106
472,fusion,fusion-106
471,fusion,fusion-106
470,fusion,fusion-106
472,fusion,fusion-106
473,fusion,fusion-106
470,fusion,fusion-106
472,fusion,fusion-106
472,fusion,fusion-106
472,fusion,fusion-106
472,fusion,fusion-106
473,fusion,fusion-106
472,fusion,fusion-106
472,fusion,fusion-106
473,fusion,fusion-106
472,fusion,fusion-106
472,fusion,fusion-106
472,fusion,fusion-106
473,fusion,fusion-106
474,fusion,fusion-106
474,fusion,fusion-106
476,fusion,fusion-106
474,fusion,fusion-106
480,fusion,fusion-106
477,fusion,fusion-106
476,fusion,fusion-106
474,fusion,fusion-106
474,fusion,fusion-106
475,fusion,fusion-106
474,fusion,fusion-106
476,fusion,fusion-106
475,fusion,fusion-106
474,fusion,fusion-106
474,fusion,fusion-106
473,fusion,fusion-106
475,fusion,fusion-106
471,fusion,fusion-106
475,fusion,fusion-106
473,fusion,fusion-106
473,fusion,fusion-106
473,fusion,fusion-106
472,fusion,fusion-106
475,fusion,fusion-106
472,fusion,fusion-106
472,fusion,fusion-106
472,fusion,fusion-106
473,fusion,fusion-106
471,fusion,fusion-106
473,fusion,fusion-106
473,fusion,fusion-106
473,fusion,fusion-106
474,fusion,fusion-106
474,fusion,fusion-106
478,fusion,fusion-106
476,fusion,fusion-106
476,fusion,fusion-106
474,fusion,fusion-106
473,fusion,fusion-106
475,fusion,fusion-106
473,fusion,fusion-106
474,fusion,fusion-106
473,fusion,fusion-106
474,fusion,fusion-106
471,fusion,fusion-106
470,fusion,fusion-106
472,fusion,fusion-106
471,fusion,fusion-106
472,fusion,fusion-106
471,fusion,fusion-106
472,fusion,fusion-106
471,fusion,fusion-106
472,fusion,fusion-106
473,fusion,fusion-106
474,fusion,fusion-106
472,fusion,fusion-106
474,fusion,fusion-106
473,fusion,fusion-106
472,fusion,fusion-106
473,fusion,fusion-106
475,fusion,fusion-106
478,fusion,fusion-106
482,fusion,fusion-106
480,fusion,fusion-106
475,fusion,fusion-106
473,fusion,fusion-106
480,fusion,fusion-106
479,fusion,fusion-106
475,fusion,fusion-106
476,fusion,fusion-106
476,fusion,fusion-106
476,fusion,fusion-106
474,fusion,fusion-106
474,fusion,fusion-106
479,fusion,fusion-106
476,fusion,fusion-106
478,fusion,fusion-106
479,fusion,fusion-106
484,fusion,fusion-106
487,fusion,fusion-106
487,fusion,fusion-106
484,fusion,fusion-106
492,fusion,fusion-106
489,fusion,fusion-106
486,fusion,fusion-106
486,fusion,fusion-106
485,fusion,fusion-106
485,fusion,fusion-106
481,fusion,fusion-106
477,fusion,fusion-106
479,fusion,fusion-106
481,fusion,fusion-106
481,fusion,fusion-106
476,fusion,fusion-106
481,fusion,fusion-106
481,fusion,fusion-106
475,fusion,fusion-106
482,fusion,fusion-106
474,fusion,fusion-106
484,fusion,fusion-106
487,fusion,fusion-106
481,fusion,fusion-106
486,fusion,fusion-106
482,fusion,fusion-106
483,fusion,fusion-106
484,fusion,fusion-106
481,fusion,fusion-106
477,fusion,fusion-106
491,fusion,fusion-106
481,fusion,fusion-106
491,fusion,fusion-106
487,fusion,fusion-106
483,fusion,fusion-106
482,fusion,fusion-106
475,fusion,fusion-106
475,fusion,fusion-106
481,fusion,fusion-106
473,fusion,fusion-106
477,fusion,fusion-106
477,fusion,fusion-106
479,fusion,fusion-106
477,fusion,fusion-106
474,fusion,fusion-106
484,fusion,fusion-106
484,fusion,fusion-106
484,fusion,fusion-106
477,fusion,fusion-106
478,fusion,fusion-106
482,fusion,fusion-106
480,fusion,fusion-106
479,fusion,fusion-106
482,fusion,fusion-106
478,fusion,fusion-106
480,fusion,fusion-106
483,fusion,fusion-106
478,fusion,fusion-106
477,fusion,fusion-106
475,fusion,fusion-106
481,fusion,fusion-106
487,fusion,fusion-106
487,fusion,fusion-106
480,fusion,fusion-106
478,fusion,fusion-106
478,fusion,fusion-106
474,fusion,fusion-106
480,fusion,fusion-106
481,fusion,fusion-106
480,fusion,fusion-106
478,fusion,fusion-106
481,fusion,fusion-106
480,fusion,fusion-106
477,fusion,fusion-106
483,fusion,fusion-106
482,fusion,fusion-106
484,fusion,fusion-106
476,fusion,fusion-106
476,fusion,fusion-106
476,fusion,fusion-106
482,fusion,fusion-106
480,fusion,fusion-106
475,fusion,fusion-106
482,fusion,fusion-106
480,fusion,fusion-106
480,fusion,fusion-106
483,fusion,fusion-106
476,fusion,fusion-106
487,fusion,fusion-106
482,fusion,fusion-106
483,fusion,fusion-106
483,fusion,fusion-106
478,fusion,fusion-106
484,fusion,fusion-106
482,fusion,fusion-106
485,fusion,fusion-106
486,fusion,fusion-106
480,fusion,fusion-106
483,fusion,fusion-106
474,fusion,fusion-106
476,fusion,fusion-106
475,fusion,fusion-106
472,fusion,fusion-106
471,fusion,fusion-106
474,fusion,fusion-106
473,fusion,fusion-106
474,fusion,fusion-106
476,fusion,fusion-106
475,fusion,fusion-106
473,fusion,fusion-106
475,fusion,fusion-106
474,fusion,fusion-106
475,fusion,fusion-106
475,fusion,fusion-106
476,fusion,fusion-106
476,fusion,fusion-106
476,fusion,fusion-106
476,fusion,fusion-106
476,fusion,fusion-106
474,fusion,fusion-106
476,fusion,fusion-106
478,fusion,fusion-106
479,fusion,fusion-106
479,fusion,fusion-106
479,fusion,fusion-106
478,fusion,fusion-106
480,fusion,fusion-106
478,fusion,fusion-106
479,fusion,fusion-106
478,fusion,fusion-106
478,fusion,fusion-106
477,fusion,fusion-106
476,fusion,fusion-106
476,fusion,fusion-106
477,fusion,fusion-106
478,fusion,fusion-106
475,fusion,fusion-106
477,fusion,fusion-106
475,fusion,fusion-106
475,fusion,fusion-106
476,fusion,fusion-106
477,fusion,fusion-106
484,fusion,fusion-106
570,fusion,fusion-107
587,fusion,fusion-107
585,fusion,fusion-107
587,fusion,fusion-107
583,fusion,fusion-107
589,fusion,fusion-107
585,fusion,fusion-107
577,fusion,fusion-107
584,fusion,fusion-107
579,fusion,fusion-107
593,fusion,fusion-107
584,fusion,fusion-107
574,fusion,fusion-107
584,fusion,fusion-107
589,fusion,fusion-107
587,fusion,fusion-107
565,fusion,fusion-107
586,fusion,fusion-107
573,fusion,fusion-107
573,fusion,fusion-107
589,fusion,fusion-107
581,fusion,fusion-107
585,fusion,fusion-107
583,fusion,fusion-107
588,fusion,fusion-107
579,fusion,fusion-107
578,fusion,fusion-107
568,fusion,fusion-107
577,fusion,fusion-107
573,fusion,fusion-107
579,fusion,fusion-107
575,fusion,fusion-107
585,fusion,fusion-107
570,fusion,fusion-107
574,fusion,fusion-107
577,fusion,fusion-107
573,fusion,fusion-107
578,fusion,fusion-107
578,fusion,fusion-107
586,fusion,fusion-107
588,fusion,fusion-107
592,fusion,fusion-107
550,fusion,fusion-107
586,fusion,fusion-107
589,fusion,fusion-107
579,fusion,fusion-107
586,fusion,fusion-107
569,fusion,fusion-107
572,fusion,fusion-107
571,fusion,fusion-107
562,fusion,fusion-107
570,fusion,fusion-107
574,fusion,fusion-107
577,fusion,fusion-107
575,fusion,fusion-107
576,fusion,fusion-107
570,fusion,fusion-107
570,fusion,fusion-107
569,fusion,fusion-107
568,fusion,fusion-107
564,fusion,fusion-107
567,fusion,fusion-107
576,fusion,fusion-107
554,fusion,fusion-107
572,fusion,fusion-107
570,fusion,fusion-107
564,fusion,fusion-107
579,fusion,fusion-107
564,fusion,fusion-107
579,fusion,fusion-107
590,fusion,fusion-107
580,fusion,fusion-107
588,fusion,fusion-107
579,fusion,fusion-107
577,fusion,fusion-107
575,fusion,fusion-107
572,fusion,fusion-107
577,fusion,fusion-107
584,fusion,fusion-107
578,fusion,fusion-107
573,fusion,fusion-107
578,fusion,fusion-107
580,fusion,fusion-107
569,fusion,fusion-107
577,fusion,fusion-107
574,fusion,fusion-107
568,fusion,fusion-107
576,fusion,fusion-107
576,fusion,fusion-107
583,fusion,fusion-107
573,fusion,fusion-107
574,fusion,fusion-107
582,fusion,fusion-107
575,fusion,fusion-107
571,fusion,fusion-107
577,fusion,fusion-107
577,fusion,fusion-107
562,fusion,fusion-107
565,fusion,fusion-107
583,fusion,fusion-107
584,fusion,fusion-107
576,fusion,fusion-107
581,fusion,fusion-107
565,fusion,fusion-107
583,fusion,fusion-107
579,fusion,fusion-107
565,fusion,fusion-107
570,fusion,fusion-107
578,fusion,fusion-107
560,fusion,fusion-107
561,fusion,fusion-107
562,fusion,fusion-107
569,fusion,fusion-107
565,fusion,fusion-107
573,fusion,fusion-107
553,fusion,fusion-107
569,fusion,fusion-107
570,fusion,fusion-107
557,fusion,fusion-107
553,fusion,fusion-107
550,fusion,fusion-107
543,fusion,fusion-107
565,fusion,fusion-107
562,fusion,fusion-107
576,fusion,fusion-107
572,fusion,fusion-107
566,fusion,fusion-107
556,fusion,fusion-107
575,fusion,fusion-107
583,fusion,fusion-107
555,fusion,fusion-107
580,fusion,fusion-107
580,fusion,fusion-107
571,fusion,fusion-107
573,fusion,fusion-107
590,fusion,fusion-107
585,fusion,fusion-107
569,fusion,fusion-107
570,fusion,fusion-107
576,fusion,fusion-107
588,fusion,fusion-107
576,fusion,fusion-107
566,fusion,fusion-107
574,fusion,fusion-107
566,fusion,fusion-107
552,fusion,fusion-107
570,fusion,fusion-107
552,fusion,fusion-107
561,fusion,fusion-107
543,fusion,fusion-107
563,fusion,fusion-107
561,fusion,fusion-107
548,fusion,fusion-107
556,fusion,fusion-107
553,fusion,fusion-107
555,fusion,fusion-107
567,fusion,fusion-107
569,fusion,fusion-107
559,fusion,fusion-107
555,fusion,fusion-107
562,fusion,fusion-107
551,fusion,fusion-107
552,fusion,fusion-107
549,fusion,fusion-107
550,fusion,fusion-107
540,fusion,fusion-107
559,fusion,fusion-107
574,fusion,fusion-107
560,fusion,fusion-107
568,fusion,fusion-107
567,fusion,fusion-107
562,fusion,fusion-107
556,fusion,fusion-107
565,fusion,fusion-107
574,fusion,fusion-107
585,fusion,fusion-107
577,fusion,fusion-107
557,fusion,fusion-107
570,fusion,fusion-107
574,fusion,fusion-107
553,fusion,fusion-107
574,fusion,fusion-107
579,fusion,fusion-107
583,fusion,fusion-107
563,fusion,fusion-107
569,fusion,fusion-107
551,fusion,fusion-107
552,fusion,fusion-107
539,fusion,fusion-107
548,fusion,fusion-107
536,fusion,fusion-107
563,fusion,fusion-107
546,fusion,fusion-107
567,fusion,fusion-107
559,fusion,fusion-107
540,fusion,fusion-107
564,fusion,fusion-107
570,fusion,fusion-107
561,fusion,fusion-107
565,fusion,fusion-107
562,fusion,fusion-107
559,fusion,fusion-107
546,fusion,fusion-107
574,fusion,fusion-107
576,fusion,fusion-107
560,fusion,fusion-107
556,fusion,fusion-107
547,fusion,fusion-107
572,fusion,fusion-107
576,fusion,fusion-107
564,fusion,fusion-107
574,fusion,fusion-107
566,fusion,fusion-107
557,fusion,fusion-107
548,fusion,fusion-107
558,fusion,fusion-107
566,fusion,fusion-107
543,fusion,fusion-107
551,fusion,fusion-107
554,fusion,fusion-107
551,fusion,fusion-107
549,fusion,fusion-107
550,fusion,fusion-107
543,fusion,fusion-107
533,fusion,fusion-107
527,fusion,fusion-107
520,fusion,fusion-107
554,fusion,fusion-107
536,fusion,fusion-107
549,fusion,fusion-107
537,fusion,fusion-107
534,fusion,fusion-107
548,fusion,fusion-107
542,fusion,fusion-107
536,fusion,fusion-107
539,fusion,fusion-107
552,fusion,fusion-107
559,fusion,fusion-107
548,fusion,fusion-107
561,fusion,fusion-107
554,fusion,fusion-107
562,fusion,fusion-107
544,fusion,fusion-107
568,fusion,fusion-107
537,fusion,fusion-107
541,fusion,fusion-107
550,fusion,fusion-107
547,fusion,fusion-107
561,fusion,fusion-107
555,fusion,fusion-107
567,fusion,fusion-107
546,fusion,fusion-107
557,fusion,fusion-107
563,fusion,fusion-107
564,fusion,fusion-107
554,fusion,fusion-107
538,fusion,fusion-107
557,fusion,fusion-107
549,fusion,fusion-107
542,fusion,fusion-107
555,fusion,fusion-107
567,fusion,fusion-107
543,fusion,fusion-107
568,fusion,fusion-107
556,fusion,fusion-107
573,fusion,fusion-107
556,fusion,fusion-107
545,fusion,fusion-107
574,fusion,fusion-107
565,fusion,fusion-107
566,fusion,fusion-107
549,fusion,fusion-107
547,fusion,fusion-107
564,fusion,fusion-107
549,fusion,fusion-107
560,fusion,fusion-107
550,fusion,fusion-107
547,fusion,fusion-107
552,fusion,fusion-107
547,fusion,fusion-107
548,fusion,fusion-107
554,fusion,fusion-107
557,fusion,fusion-107
559,fusion,fusion-107
562,fusion,fusion-107
541,fusion,fusion-107
561,fusion,fusion-107
564,fusion,fusion-107
555,fusion,fusion-107
550,fusion,fusion-107
543,fusion,fusion-107
556,fusion,fusion-107
545,fusion,fusion-107
561,fusion,fusion-107
557,fusion,fusion-107
543,fusion,fusion-107
555,fusion,fusion-107
561,fusion,fusion-107
539,fusion,fusion-107
554,fusion,fusion-107
559,fusion,fusion-107
554,fusion,fusion-107
566,fusion,fusion-107
561,fusion,fusion-107
549,fusion,fusion-107
547,fusion,fusion-107
551,fusion,fusion-107
563,fusion,fusion-107
539,fusion,fusion-107
547,fusion,fusion-107
542,fusion,fusion-107
557,fusion,fusion-107
536,fusion,fusion-107
563,fusion,fusion-107
557,fusion,fusion-107
560,fusion,fusion-107
568,fusion,fusion-107
545,fusion,fusion-107
552,fusion,fusion-107
554,fusion,fusion-107
567,fusion,fusion-107
549,fusion,fusion-107
548,fusion,fusion-107
544,fusion,fusion-107
548,fusion,fusion-107
552,fusion,fusion-107
549,fusion,fusion-107
562,fusion,fusion-107
552,fusion,fusion-107
534,fusion,fusion-107
544,fusion,fusion-107
553,fusion,fusion-107
568,fusion,fusion-107
551,fusion,fusion-107
544,fusion,fusion-107
551,fusion,fusion-107
549,fusion,fusion-107
551,fusion,fusion-107
559,fusion,fusion-107
551,fusion,fusion-107
581,fusion,fusion-107
562,fusion,fusion-107
560,fusion,fusion-107
572,fusion,fusion-107
572,fusion,fusion-107
573,fusion,fusion-107
571,fusion,fusion-107
569,fusion,fusion-107
547,fusion,fusion-107
560,fusion,fusion-107
575,fusion,fusion-107
552,fusion,fusion-107
559,fusion,fusion-107
569,fusion,fusion-107
577,fusion,fusion-107
534,fusion,fusion-107
556,fusion,fusion-107
547,fusion,fusion-107
566,fusion,fusion-107
553,fusion,fusion-107
537,fusion,fusion-107
541,fusion,fusion-107
555,fusion,fusion-107
569,fusion,fusion-107
573,fusion,fusion-107
552,fusion,fusion-107
542,fusion,fusion-107
567,fusion,fusion-107
548,fusion,fusion-107
559,fusion,fusion-107
552,fusion,fusion-107
553,fusion,fusion-107
560,fusion,fusion-107
548,fusion,fusion-107
561,fusion,fusion-107
572,fusion,fusion-107
554,fusion,fusion-107
542,fusion,fusion-107
556,fusion,fusion-107
549,fusion,fusion-107
570,fusion,fusion-107
563,fusion,fusion-107
570,fusion,fusion-107
546,fusion,fusion-107
550,fusion,fusion-107
547,fusion,fusion-107
541,fusion,fusion-107
559,fusion,fusion-107
561,fusion,fusion-107
536,fusion,fusion-107
553,fusion,fusion-107
548,fusion,fusion-107
564,fusion,fusion-107
542,fusion,fusion-107
560,fusion,fusion-107
557,fusion,fusion-107
551,fusion,fusion-107
545,fusion,fusion-107
542,fusion,fusion-107
531,fusion,fusion-107
558,fusion,fusion-107
543,fusion,fusion-107
547,fusion,fusion-107
544,fusion,fusion-107
543,fusion,fusion-107
538,fusion,fusion-107
544,fusion,fusion-107
561,fusion,fusion-107
531,fusion,fusion-107
544,fusion,fusion-107
547,fusion,fusion-107
527,fusion,fusion-107
533,fusion,fusion-107
522,fusion,fusion-107
536,fusion,fusion-107
557,fusion,fusion-107
558,fusion,fusion-107
567,fusion,fusion-107
558,fusion,fusion-107
538,fusion,fusion-107
563,fusion,fusion-107
558,fusion,fusion-107
541,fusion,fusion-107
556,fusion,fusion-107
541,fusion,fusion-107
553,fusion,fusion-107
559,fusion,fusion-107
556,fusion,fusion-107
543,fusion,fusion-107
559,fusion,fusion-107
542,fusion,fusion-107
548,fusion,fusion-107
544,fusion,fusion-107
528,fusion,fusion-107
544,fusion,fusion-107
537,fusion,fusion-107
538,fusion,fusion-107
532,fusion,fusion-107
535,fusion,fusion-107
542,fusion,fusion-107
550,fusion,fusion-107
549,fusion,fusion-107
552,fusion,fusion-107
545,fusion,fusion-107
539,fusion,fusion-107
545,fusion,fusion-107
544,fusion,fusion-107
533,fusion,fusion-107
536,fusion,fusion-107
534,fusion,fusion-107
546,fusion,fusion-107
544,fusion,fusion-107
540,fusion,fusion-107
536,fusion,fusion-107
551,fusion,fusion-107
540,fusion,fusion-107
549,fusion,fusion-107
525,fusion,fusion-107
550,fusion,fusion-107
547,fusion,fusion-107
543,fusion,fusion-107
549,fusion,fusion-107
549,fusion,fusion-107
529,fusion,fusion-107
546,fusion,fusion-107
543,fusion,fusion-107
536,fusion,fusion-107
542,fusion,fusion-107
535,fusion,fusion-107
539,fusion,fusion-107
546,fusion,fusion-107
530,fusion,fusion-107
536,fusion,fusion-107
535,fusion,fusion-107
524,fusion,fusion-107
546,fusion,fusion-107
548,fusion,fusion-107
548,fusion,fusion-107
537,fusion,fusion-107
542,fusion,fusion-107
537,fusion,fusion-107
546,fusion,fusion-107
533,fusion,fusion-107
544,fusion,fusion-107
